Symbol;Name;Country;IPO Year;Sector;Industry
SGTX;Sigilon Therapeutics Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
SGU;Star Group L.P. Common Stock;United States;;Consumer Services;Other Specialty Stores
SHACU;SCP & CO Healthcare Acquisition Company Unit;United States;2021;Finance;Business Services
SHAK;Shake Shack Inc. Class A Common Stock;United States;2015;Consumer Services;Restaurants
SHBI;Shore Bancshares Inc Common Stock;United States;;Finance;Major Banks
SHC;Sotera Health Company Common Stock;United States;2020;Health Care;Misc Health and Biotechnology Services
SHEN;Shenandoah Telecommunications Co Common Stock;United States;;Public Utilities;Telecommunications Equipment
SHG;Shinhan Financial Group Co Ltd American Depositary Shares;South Korea;;Finance;Major Banks
SHI;SINOPEC Shangai Petrochemical Company Ltd. Common Stock;China;;Basic Industries;Major Chemicals
SHIP;Seanergy Maritime Holdings Corp Common Stock;Greece;;Transportation;Marine Transportation
SHIPW;Seanergy Maritime Holdings Corp Class A Warrants;Greece;;Transportation;Marine Transportation
SHIPZ;Seanergy Maritime Holdings Corp Class B Warrant;Greece;;Transportation;Marine Transportation
SHLS;Shoals Technologies Group Inc. Class A Common Stock;United States;2021;;
SHLX;Shell Midstream Partners L.P. Common Units representing Limited Partner Interests;United States;2014;Energy;Natural Gas Distribution
SHO;Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares;United States;2004;Consumer Services;Hotels/Resorts
SHO.PRE;Sunstone Hotel Investors Inc.;;;;
SHO.PRF;Sunstone Hotel Investors Inc.;;;;
SHOO;Steven Madden Ltd. Common Stock;United States;1993;Consumer Non-Durables;Shoe Manufacturing
SHOP;Shopify Inc. Class A Subordinate Voting Shares;Canada;2015;Technology;Computer Software: Prepackaged Software
SHSP;SharpSpring Inc. Common Stock;United States;;Technology;Computer Software: Prepackaged Software
SHW;Sherwin-Williams Company (The) Common Stock;United States;;Consumer Services;RETAIL: Building Materials
SHYF;The Shyft Group Inc. Common Stock;United States;;Capital Goods;Auto Manufacturing
SI;Silvergate Capital Corporation Class A Common Stock;United States;2019;Finance;Major Banks
SIBN;SI-BONE Inc. Common Stock;United States;2018;Health Care;Medical/Dental Instruments
SIC;Select Interior Concepts Inc. Class A Common Stock;United States;;Basic Industries;Homebuilding
SID;Companhia Siderurgica Nacional S.A. Common Stock;Brazil;;Capital Goods;Steel/Iron Ore
SIEB;Siebert Financial Corp. Common Stock;United States;;Finance;Investment Bankers/Brokers/Service
SIEN;Sientra Inc. Common Stock;United States;2014;Health Care;Industrial Specialties
SIF;SIFCO Industries Inc. Common Stock;United States;;Capital Goods;Aerospace
SIFY;Sify Technologies Limited American Depositary Shares;India;;Technology;Computer Software: Programming Data Processing
SIG;Signet Jewelers Limited Common Shares;Bermuda;;Consumer Services;Consumer Specialties
SIGA;SIGA Technologies Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
SIGI;Selective Insurance Group Inc. Common Stock;United States;;Finance;Property-Casualty Insurers
SIGIP;Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B;United States;;Finance;Property-Casualty Insurers
SII;Sprott Inc. Common Shares;;2020;Finance;Finance: Consumer Services
SILC;Silicom Ltd Ordinary Shares;Israel;;Technology;Computer Communications Equipment
SILK;Silk Road Medical Inc. Common Stock;United States;2019;Health Care;Medical/Dental Instruments
SILV;SilverCrest Metals Inc. Common Shares;;2018;Basic Industries;Precious Metals
SIM;Grupo Simec S.A.B. de C.V. American Depositary Shares;Mexico;1993;Basic Industries;Steel/Iron Ore
SIMO;Silicon Motion Technology Corporation American Depositary Shares;Taiwan;2005;Technology;Semiconductors
SINA;SINA Corporation Ordinary Shares;China;;Technology;Computer Software: Prepackaged Software
SINO;Sino-Global Shipping America Ltd. Common Stock;United States;;Transportation;Oil Refining/Marketing
SINT;SiNtx Technologies Inc. Common Stock;United States;2014;Health Care;Medical/Dental Instruments
SIOX;Sio Gene Therapies Inc. Common Stock;United Kingdom;;Health Care;Major Pharmaceuticals
SIRI;Sirius XM Holdings Inc. Common Stock;United States;;Consumer Services;Broadcasting
SITC;SITE Centers Corp. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
SITC.PRA;SITE Centers Corp.;;;;
SITC.PRK;SITE Centers Corp.;;;;
SITE;SiteOne Landscape Supply Inc. Common Stock;United States;2016;Consumer Durables;Diversified Electronic Products
SITM;SiTime Corporation Common Stock;United States;2019;Technology;Semiconductors
SIVB;SVB Financial Group Common Stock;United States;;Finance;Major Banks
SIVBP;SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A;United States;;Finance;Major Banks
SIX;Six Flags Entertainment Corporation New Common Stock;United States;;Consumer Services;Services-Misc. Amusement & Recreation
SJ;Scienjoy Holding Corporation Ordinary Shares;China;2019;Technology;EDP Services
SJI;South Jersey Industries Inc. Common Stock;United States;;Public Utilities;Oil/Gas Transmission
SJIJ;South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079;United States;2019;Public Utilities;Oil/Gas Transmission
SJIU;South Jersey Industries Inc. Corporate Units;United States;;Public Utilities;Oil/Gas Transmission
SJM;J.M. Smucker Company (The) New Common Stock;United States;;Consumer Non-Durables;Packaged Foods
SJR;Shaw Communications Inc. Common Stock;Canada;;Consumer Services;Television Services
SJT;San Juan Basin Royalty Trust Common Stock;United States;;Energy;Oil & Gas Production
SJW;SJW Group Common Stock (DE);United States;;Public Utilities;Water Supply
SKLZ;Skillz Inc. Class A Common Stock;;2020;;
SKLZ.WS;Skillz Inc. Warrants;;;;
SKM;SK Telecom Co. Ltd. Common Stock;South Korea;;Public Utilities;Telecommunications Equipment
SKT;Tanger Factory Outlet Centers Inc. Common Stock;United States;1993;Consumer Services;Real Estate Investment Trusts
SKX;Skechers U.S.A. Inc. Common Stock;United States;1999;Consumer Non-Durables;Shoe Manufacturing
SKY;Skyline Champion Corporation Common Stock;United States;;Basic Industries;Homebuilding
SKYW;SkyWest Inc. Common Stock;United States;1986;Transportation;Air Freight/Delivery Services
SLAB;Silicon Laboratories Inc. Common Stock;United States;2000;Technology;Semiconductors
SLB;Schlumberger N.V. Common Stock;France;;Energy;Oilfield Services/Equipment
SLCA;U.S. Silica Holdings Inc. Common Stock;United States;2012;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLCRU;Silver Crest Acquisition Corporation Unit;China;2021;Finance;Business Services
SLCT;Select Bancorp Inc. Common Stock;United States;;Finance;Major Banks
SLDB;Solid Biosciences Inc. Common Stock;United States;2018;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
SLF;Sun Life Financial Inc. Common Stock;Canada;;Finance;Life Insurance
SLG;SL Green Realty Corp Common Stock;United States;1997;Consumer Services;Real Estate Investment Trusts
SLG.PRI;SL Green Realty Corp;;;;
SLGG;Super League Gaming Inc. Common Stock;United States;2019;Consumer Services;Services-Misc. Amusement & Recreation
SLGL;Sol-Gel Technologies Ltd. Ordinary Shares;Israel;2018;Health Care;Major Pharmaceuticals
SLGN;Silgan Holdings Inc. Common Stock;United States;1997;Consumer Durables;Containers/Packaging
SLM;SLM Corporation Common Stock;United States;;Finance;Finance: Consumer Services
SLMBP;SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B;United States;;Finance;Finance: Consumer Services
SLN;Silence Therapeutics Plc American Depository Share;United Kingdom;;Health Care;Major Pharmaceuticals
SLNO;Soleno Therapeutics Inc. Common Stock;United States;2014;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP;Simulations Plus Inc. Common Stock;United States;;Technology;EDP Services
SLQT;SelectQuote Inc. Common Stock;;2020;Finance;Specialty Insurers
SLRC;Solar Capital Ltd. Common Stock;United States;2010;;
SLRX;Salarius Pharmaceuticals Inc. Common Stock;United States;2015;Health Care;Major Pharmaceuticals
SLS;SELLAS Life Sciences Group Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
SM;SM Energy Company Common Stock;United States;;Energy;Oil & Gas Production
SMAR;Smartsheet Inc. Class A Common Stock;United States;2018;Technology;Computer Software: Prepackaged Software
SMBC;Southern Missouri Bancorp Inc. Common Stock;United States;;Finance;Banks
SMBK;SmartFinancial Inc. Common Stock;United States;;Finance;Major Banks
SMCI;Super Micro Computer Inc. Common Stock;United States;2020;Technology;Computer Manufacturing
SMED;Sharps Compliance Corp. Common Stock;United States;;Basic Industries;Environmental Services
SMFG;Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan);Japan;;Finance;Commercial Banks
SMG;Scotts Miracle-Gro Company (The) Common Stock;United States;1992;Basic Industries;Agricultural Chemicals
SMHI;SEACOR Marine Holdings Inc. Common Stock ;;2017;Transportation;Marine Transportation
SMID;Smith-Midland Corporation Common Stock;United States;;Capital Goods;Building Materials
SMIT;Schmitt Industries Inc. Common Stock;United States;;Capital Goods;Industrial Machinery/Components
SMLP;Summit Midstream Partners LP Common Units Representing Limited Partner Interests;United States;2012;Public Utilities;Natural Gas Distribution
SMM;Salient Midstream Common Shares of Beneficial Interest;United States;2012;;
SMMF;Summit Financial Group Inc. Common Stock;United States;;Finance;Major Banks
SMMT;Summit Therapeutics Inc. Common Stock ;United Kingdom;2015;Health Care;Major Pharmaceuticals
SMP;Standard Motor Products Inc. Common Stock;United States;;Capital Goods;Auto Parts:O.E.M.
SMPL;The Simply Good Foods Company Common Stock;United States;;Consumer Non-Durables;Packaged Foods
SMSI;Smith Micro Software Inc. Common Stock;United States;1995;Technology;Computer Software: Prepackaged Software
SMTC;Semtech Corporation Common Stock;United States;;Technology;Semiconductors
SMTI;Sanara MedTech Inc. Common Stock;United States;;Health Care;Industrial Specialties
SMTS;Sierra Metals Inc. Common Stock;;;Basic Industries;Precious Metals
SMTX;SMTC Corporation Common Stock;Canada;2000;Technology;Electrical Products
SNA;Snap-On Incorporated Common Stock;United States;;Capital Goods;Industrial Machinery/Components
SNAP;Snap Inc. Class A Common Stock;United States;2017;Technology;Computer Software: Programming Data Processing
SNBR;Sleep Number Corporation Common Stock;United States;;Consumer Durables;Home Furnishings
SNCA;Seneca Biopharma Inc. Common Stock;United States;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
SNCR;Synchronoss Technologies Inc. Common Stock;United States;2018;Technology;EDP Services
SND;Smart Sand Inc. Common Stock;United States;2016;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE;Sundance Energy Inc. Common Stock ;United States;;Energy;Oil & Gas Production
SNDL;Sundial Growers Inc. Common Shares;Canada;2019;Consumer Durables;Specialty Chemicals
SNDR;Schneider National Inc. Common Stock;United States;2017;Transportation;Trucking Freight/Courier Services
SNDX;Syndax Pharmaceuticals Inc. Common Stock;United States;2016;Health Care;Major Pharmaceuticals
SNE;Sony Corporation Common Stock;Japan;;Consumer Non-Durables;Consumer Electronics/Appliances
SNES;SenesTech Inc. Common Stock;United States;2016;Basic Industries;Agricultural Chemicals
SNEX;StoneX Group Inc. Common Stock;United States;;Finance;Investment Bankers/Brokers/Service
SNFCA;Security National Financial Corporation Class A Common Stock;United States;;Finance;Finance: Consumer Services
SNGX;Soligenix Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
SNGXW;Soligenix Inc. Warrant;United States;;Health Care;Major Pharmaceuticals
SNMP;Sanchez Midstream Partners LP Common Stock;United States;;Energy;Oil & Gas Production
SNN;Smith & Nephew SNATS Inc. Common Stock;United Kingdom;;Health Care;Industrial Specialties
SNOA;Sonoma Pharmaceuticals Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
SNOW;Snowflake Inc. Class A Common Stock;United States;2020;Technology;Computer Software: Prepackaged Software
SNP;China Petroleum & Chemical Corporation Common Stock;China;;Energy;Integrated oil Companies
SNPR;Tortoise Acquisition Corp. II Class A Ordinary Shares;United States;2020;Finance;Business Services
SNPR.U;Tortoise Acquisition Corp. II Units;United States;2020;;
SNPR.WS;Tortoise Acquisition Corp. II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share;United States;;;
SNPS;Synopsys Inc. Common Stock;United States;1992;Technology;Computer Software: Prepackaged Software
SNR;New Senior Investment Group Inc. Common Stock;United States;2014;Consumer Services;Real Estate Investment Trusts
SNRHU;Senior Connect Acquisition Corp. I Unit;United States;2020;Finance;Business Services
SNSS;Sunesis Pharmaceuticals Inc. Common Stock;United States;2005;Health Care;Major Pharmaceuticals
SNV;Synovus Financial Corp. Common Stock;United States;;Finance;Major Banks
SNV.PRD;Synovus Financial Corp.;;;;
SNV.PRE;Synovus Financial Corp.;;;;
SNX;Synnex Corporation Common Stock;United States;2003;Technology;Retail: Computer Software & Peripheral Equipment
SNY;Sanofi ADR;France;;Health Care;Major Pharmaceuticals
SO;Southern Company (The) Common Stock;United States;;Public Utilities;Electric Utilities: Central
SOAC;Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares;;2020;Finance;Business Services
SOAC.U;Sustainable Opportunities Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant;;2020;;
SOAC.WS;Sustainable Opportunities Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;;;;
SOGO;Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share;United States;2017;Technology;EDP Services
SOHO;Sotherly Hotels Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
SOHOB;Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock;United States;;Consumer Services;Real Estate Investment Trusts
SOHON;Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock;United States;;Consumer Services;Real Estate Investment Trusts
SOHOO;Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock;United States;;Consumer Services;Real Estate Investment Trusts
SOHU;Sohu.com Limited American Depositary Shares;China;;Technology;EDP Services
SOI;Solaris Oilfield Infrastructure Inc. Class A Common Stock;United States;2017;Energy;Metal Fabrications
SOJB;Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076;United States;2016;Public Utilities;Electric Utilities: Central
SOJC;Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077;United States;2017;Public Utilities;Electric Utilities: Central
